"";"eRemoved";"nRemoved"
"75492";471300;170200
"75496";470500;174174
"75546";469251;174315
"75563";469740;170620
"75564";502130;177720
"75565";503683;177981
"75580";503962;177456
"75590";503083;176054
"75709";496316;179323
"75731";502914;176241
"75799";497548;180315
"75813";494467;179501
"75821";496900;180500
"75835";503537;177378
"75917";503667;176487
"75938";455259;166122
"75939";448345;167243
"75994";454090;166170
"75995";465840;169890
"76027";469248;169166
"76064";450552;164378
"76115";460900;165100
"76120";453405;167082
"76122";467732;169987
"76151";453420;166900
"76164";447446;164722
"76194";459700;168000
"76222";459622;167939
"76252";461310;166900
"76348";453050;166730
"76365";458714;163210
"76383";489450;180600
"76396";489250;180370
"76416";486868;182948
"76417";489318;180260
"76424";492600;168500
"76468";501887;176139
"76474";488610;179000
"76478";491387;178209
"76479";502586;172246
"76483";489369;180220
"76511";479208;169950
"76514";482020;179530
"76519";480030;170636
"76556";478400;168000
"76644";471930;164540
"76654";488007;210697
"76660";471590;216759
"76667";468800;224600
"76669";468780;224620
"76676";485243;222815
"76687";491506;216163
"76697";486998;205451
"76709";484483;209981
"76727";488050;210720
"76728";488000;210600
"76736";464809;209810
"76755";487790;213510
"76759";489114;230411
"76762";463400;212400
"76767";464842;209797
"76774";487324;213369
"76812";479400;214700
"76849";469900;232700
"76881";491677;216119
"76892";488068;210634
"76898";471543;234818
"76900";480571;214235
"76902";486774;212242
"76903";470540;217220
"76910";480500;214300
"77069";480450;214200
"77083";467000;231900
"77090";480518;214305
"77099";470420;216650
"77110";482841;213984
"77113";469200;233500
"77117";489268;197811
"77139";497662;200024
"77176";497968;196065
"77181";497943;195994
"77191";492900;183900
"77196";502658;185903
"77197";497233;188735
"77200";503408;185435
"77203";501719;185236
"77207";497985;195844
"77241";496133;189699
"77277";494700;183500
"77308";501288;180047
"77343";503964;186142
"77348";503189;180121
"77350";493020;189290
"77357";497620;189190
"77363";504331;180513
"77391";504179;184651
"77392";483584;190072
"77412";478400;199500
"77444";483500;190300
"77482";484790;192080
"77497";487912;197076
"77504";487890;197047
"77510";487871;197068
"77533";483005;190707
"77534";485900;191400
"77541";479734;203780
"77543";483451;190148
"77551";485700;236400
"77560";487310;231260
"77562";479830;245360
"77564";480770;239379
"77577";488220;245004
"77578";486995;232218
"77597";482836;241543
"77609";481212;241838
"77662";485601;236582
"77671";479833;245365
"77674";488610;240684
"77680";487401;234253
"77705";481800;241700
"77712";485670;236495
"77755";483602;241790
"77799";489784;243518
"77844";488550;240510
"77852";486800;237200
"77861";533500;109700
"77865";533200;107493
"77878";531100;105400
"77889";531600;105900
"77930";528082;105764
"77997";558110;109110
"78080";526100;104900
"78093";530900;105600
"78100";533881;104892
"78134";562653;101323
"78156";562000;100500
"78158";562200;100700
"78200";576922;108861
"78232";579500;113200
"78268";576950;108780
"78295";579280;110780
"78306";544834;101671
"78323";544760;108120
"78342";544661;102376
"78370";545174;102062
"78372";543200;109100
"78409";549660;100320
"78416";544600;102048
"78442";543000;109100
"78507";543900;114700
"78509";542640;109560
"78545";544899;101801
"78586";544500;102160
"78590";545030;101822
"78594";549700;100500
"78632";544700;101900
"78633";542300;109400
"78673";583900;113600
"78680";593750;119250
"78685";587000;113830
"78687";577300;109300
"78688";576985;108994
"78689";581300;113800
"78732";570627;108830
"78734";574000;107900
"78736";574600;119500
"78762";593236;122740
"78766";559865;104690
"78788";558265;106976
"78805";550844;118469
"78835";552760;132299
"78844";545717;123652
"78896";563700;103900
"78927";545902;125518
"78950";545070;116230
"78958";564200;119800
"78968";563960;120029
"78996";542700;135150
"79024";563800;120200
"79025";559300;122100
"79066";555350;127550
"79067";546401;120590
"79075";553050;113500
"79084";553100;129400
"79116";557740;106820
"79153";557275;109768
"79169";561775;133112
"79201";559632;108550
"79232";558115;109115
"79263";557918;107227
"79324";465440;146650
"79333";442930;163387
"79338";461132;154524
"79339";465010;154630
"79363";451870;146840
"79365";465357;153094
"79376";465203;153524
"79432";467230;155200
"79450";465750;146700
"79461";460767;162606
"79498";460950;147090
"79500";465200;153500
"79540";481413;131504
"79560";472783;139457
"79609";479300;136200
"79656";473800;122970
"79698";472879;139491
"79713";475790;122660
"79714";467904;142765
"79720";473221;121050
"79731";463200;131500
"79741";474546;141537
"79797";478300;132400
"79800";450300;118740
"79801";443145;118483
"79857";450380;118520
"79903";449220;114390
"79955";446780;110150
"80008";445800;118500
"80012";445987;118526
"80029";444400;119950
"80145";450020;113300
"80162";446300;110300
"80171";456724;103262
"80178";459100;107000
"80211";452184;108150
"80214";453530;107556
"80263";460410;106910
"80300";459243;107373
"80301";452249;108332
"80315";460060;106725
"80324";458358;107022
"80335";451400;109110
"80339";458620;100040
"80380";459844;100060
"80395";460750;102000
"80398";460787;100127
"80410";461350;100550
"80431";472721;145962
"80432";480797;158471
"80434";476880;158027
"80471";478815;150526
"80473";477340;149920
"80496";478350;158612
"80530";482000;150000
"80540";478501;159429
"80558";481545;159175
"80641";473070;149100
"80643";478772;159123
"80743";470700;105450
"80756";470672;105805
"80757";470500;105850
"80804";473488;98768
"80840";468700;106440
"80917";472000;100948
"80921";470543;105725
"80922";468392;113061
"80928";412090;107640
"80946";443524;103962
"80950";431150;93120
"81000";438560;111140
"81056";412160;106810
"81097";439700;111200
"81437";411500;107780
"81450";414600;107900
"81451";431200;93400
"81479";438400;111200
"81485";439500;111200
"81491";432400;96188
"81506";432321;96196
"81516";438480;111080
"81544";439720;111210
"81983";425510;94650
"81988";429700;97200
"82001";431230;93150
"82002";411887;115209
"82038";442700;103800
"82053";446340;104560
"82054";488400;152500
"82075";485968;154769
"82117";488290;152290
"82137";488461;152415
"82155";488130;150510
"82233";488307;151826
"82243";488450;154000
"82267";488400;152300
"82285";488426;152153
"82313";444380;142850
"82378";435370;124820
"82401";427030;135480
"82408";435893;123888
"82420";432770;121520
"82423";427095;141310
"82428";428051;145372
"82435";438400;146200
"82488";435880;124840
"82533";436000;124880
"82659";427500;144900
"82661";436166;116681
"82688";433534;146352
"82704";441100;143200
"82726";446369;142036
"82843";435151;122128
"82846";440600;135700
"82854";436900;141500
"82870";435502;123902
"82891";464106;116126
"82893";454050;113489
"82914";452473;111189
"82924";462722;137998
"82939";458100;131800
"82970";454760;117930
"83016";466791;109999
"83059";448792;128385
"83112";454900;108900
"83154";455529;112954
"83155";449793;130351
"83162";445290;124460
"83166";455260;117960
"83179";448638;128349
"83201";445440;172430
"83219";445490;123680
"83275";456280;114660
"83280";448415;121750
"83287";466488;104144
"83318";466680;102710
"83342";410200;98900
"83352";463734;104743
"83393";466211;104214
"83398";467909;105022
"83412";466372;102878
"83423";466741;102985
"83424";464050;103465
"83426";467940;105030
"83427";468330;105760
"83432";466700;103000
"83466";466722;102825
"83476";438592;112633
"83478";443170;112231
"83486";442740;111280
"83499";446261;110484
"83555";443334;112691
"83584";438212;112961
"83635";443714;112071
"83643";445890;118212
"83659";441280;115930
"83663";443000;111560
"83664";446160;110430
"83679";443560;112730
"83697";449447;84591
"83712";454344;84530
"83720";453381;88399
"83736";451220;84064
"83746";453376;88176
"83776";434300;86900
"83797";454735;85098
"83799";453350;88180
"83849";453180;88320
"83851";450501;91575
"83853";455197;87478
"83859";439040;89550
"83882";449427;90430
"83886";449048;94151
"83919";451248;91117
"83941";452560;82913
"83954";453200;88300
"83956";604149;142289
"83957";602020;143250
"83964";599552;142743
"83991";586500;135200
"84000";602160;142960
"84001";603393;142263
"84017";599982;142696
"84023";609057;140081
"84035";600337;140483
"84120";600133;136424
"84131";600232;142619
"84141";589350;138970
"84147";600637;140948
"84150";602980;143800
"84155";594868;146663
"84157";592100;138100
"84159";600080;142630
"84186";621018;161929
"84204";621215;162022
"84255";615549;167139
"84290";616334;159600
"84327";617499;163759
"84339";621157;161979
"84344";616927;159697
"84349";621070;161960
"84353";612188;151660
"84363";616500;160150
"84373";560008;175042
"84378";555310;176450
"84385";557361;173496
"84387";551360;173650
"84390";560333;175053
"84392";558987;172894
"84430";560500;176000
"84431";559427;173006
"84432";555307;176494
"84434";556243;175880
"84458";560521;175069
"84536";555300;171200
"84542";551112;173669
"84564";554700;174000
"84577";560500;175000
"84600";552889;174356
"84601";556140;175770
"84615";553600;175500
"84635";630868;141451
"84636";633450;160050
"84640";628967;150756
"84679";636800;152900
"84708";630396;144562
"84738";633300;160900
"84767";637062;153603
"84770";628865;150799
"84780";632300;159100
"84781";633560;161250
"84788";626628;140551
"84795";633381;161015
"84820";633300;160390
"84877";628931;150583
"84878";635800;150600
"84886";633353;161688
"84892";632300;159200
"84903";569500;173500
"84916";562113;173244
"84917";566350;174200
"84921";561900;172200
"84953";581550;159970
"84961";575150;154250
"84980";583520;159894
"84988";578857;151725
"84996";579548;150508
"84997";579127;151767
"85007";574300;157900
"85009";574206;158983
"85011";581230;160200
"85021";552900;167600
"85040";549450;155900
"85049";549460;155900
"85071";550105;160811
"85076";553600;157800
"85079";549570;169340
"85080";559500;169500
"85092";548345;162920
"85099";613062;132884
"85100";601259;126507
"85110";607100;124200
"85138";620101;135999
"85170";622181;137492
"85194";607220;124460
"85196";623430;138520
"85197";604285;119876
"85209";620120;135860
"85217";601137;163041
"85237";591700;174800
"85266";601700;160200
"85302";591500;165100
"85323";591008;164639
"85325";591407;174213
"85331";591356;163992
"85357";592260;168220
"85375";589830;166460
"85380";584846;164867
"85395";590968;175028
"85396";591735;164710
"85406";600205;170070
"85410";592053;168351
"85421";592010;168430
"85471";590990;163880
"85486";591409;164462
"85492";590730;164510
"85590";590990;164804
"85599";590630;172370
"85738";597000;171700
"85739";591300;164800
"85743";634988;169054
"85786";634107;167761
"85790";632650;167210
"85800";637221;168660
"85815";634026;167316
"85820";635033;168971
"85838";560141;146277
"85840";569323;161014
"85841";545300;147000
"85848";572000;159600
"85855";565397;159393
"85868";571060;159200
"85890";560000;146150
"85895";561998;157707
"85903";571470;159580
"85962";572300;157500
"86060";572000;157300
"86436";566470;156150
"86465";560050;142300
"86495";577185;128272
"86496";569760;144060
"86541";569753;140880
"86571";560375;142528
"86573";560400;142600
"86582";576539;138008
"86583";576500;131250
"86587";569800;144170
"86598";569610;144090
"86601";560381;142632
"86608";577300;170200
"86650";577895;162994
"86654";574700;169500
"86683";573477;168636
"86691";580800;173500
"86742";573240;168110
"86814";573050;168100
"86817";573184;168192
"86835";577571;170067
"86852";573200;168400
"86860";579500;165600
"86882";577600;164900
"86904";571700;167200
"86926";577500;169900
"86943";580819;129450
"86964";574500;169500
"86972";580840;173450
"86988";575410;169210
"87026";573050;168050
"87037";575000;169500
"87061";581200;177100
"87062";580650;173120
"87064";460807;220624
"87090";447770;217440
"87092";438300;243400
"87093";454040;226340
"87099";462620;232620
"87103";443920;235240
"87133";446845;240156
"87151";454200;226350
"87173";447023;211359
"87178";446950;211320
"87180";447923;211932
"87181";453430;225550
"87187";462400;233200
"87203";435541;234987
"87226";446930;240231
"87256";454200;204800
"87257";455600;204600
"87258";452300;205250
"87268";451778;203799
"87290";454240;202010
"87297";474042;176373
"87320";463900;191900
"87346";453100;195500
"87349";464000;189200
"87371";455293;198982
"87378";457623;201795
"87383";461670;190620
"87384";464630;190500
"87432";462200;190500
"87434";465477;203249
"87438";469079;205411
"87468";464630;190230
"87622";464985;189495
"87635";451000;192700
"87636";446700;186600
"87637";448300;200400
"87640";442252;197336
"87641";447500;193400
"87663";432500;194200
"87685";432877;193817
"87687";452334;192221
"87697";449703;184770
"87723";436632;197281
"87727";440744;196776
"87728";451920;193090
"87729";437680;188500
"87735";448810;193780
"87740";448650;195110
"87750";438440;189514
"87791";440885;204449
"87796";432730;230360
"87818";432200;229400
"87832";442670;221380
"87852";447287;211380
"87898";441240;204930
"87901";443088;210821
"87909";442145;219613
"87926";432937;210385
"87929";437300;207400
"87933";435700;210500
"87956";435890;229100
"87958";427960;206050
"87961";440800;204400
"87980";438300;204600
"87988";429750;210250
"88005";444200;219600
"88016";441070;204760
"88021";434300;221300
"88022";438450;204370
"88038";431280;210180
"88057";443080;208570
"88059";505973;162165
"88080";515150;164686
"88081";512432;165556
"88093";508490;160941
"88100";522600;160100
"88102";522658;160223
"88116";521187;161972
"88156";522744;160111
"88168";522967;160793
"88169";506562;159371
"88170";505600;148400
"88172";500100;151800
"88174";495197;152659
"88192";494000;151910
"88200";502879;152053
"88202";488723;153571
"88223";500397;152097
"88357";493494;150860
"88359";500200;152400
"88429";520177;150412
"88457";514600;157700
"88502";515892;149894
"88506";516400;157300
"88541";514877;157728
"88621";515923;150140
"88661";525966;144593
"88671";522674;157310
"88672";529590;151150
"88673";528715;151842
"88678";530881;142828
"88680";527700;148300
"88712";505108;166142
"88729";501300;167400
"88736";501250;166250
"88784";500044;166637
"88786";503419;162652
"88787";499900;166200
"88790";509257;169769
"88792";501698;172345
"88797";505938;167750
"88798";504530;174480
"88825";503500;174800
"88826";501738;172338
"88837";486230;159750
"88851";486019;159732
"88868";493917;162521
"88871";497220;163843
"88888";486701;159184
"88933";492111;163169
"88980";534962;144095
"88984";530313;141776
"88993";535800;141200
"88994";534757;148525
"88995";535394;145307
"89000";534883;144746
"89009";535473;144434
"89046";538200;154400
"89047";532039;144176
"89058";535953;158421
"89103";538600;144800
"89110";533174;155893
"89155";530739;141231
"89157";481750;144625
"89158";502709;136704
"89160";485600;148100
"89162";487720;147430
"89170";487600;147600
"89174";502872;136943
"89175";481815;144640
"89176";504700;143700
"89197";510833;138126
"89205";485300;147387
"89256";503100;138700
"89301";494700;140900
"89346";470038;167448
"89350";501873;161210
"89397";517400;104000
"89404";522600;105100
"89440";517490;103960
"89463";525674;104810
"89468";517300;104100
"89477";522800;105000
"89497";493400;99800
"89501";498943;103132
"89517";491345;102146
"89530";494800;106000
"89567";499696;102875
"89611";492800;103500
"89612";499475;103355
"89643";499326;101617
"89672";494000;100500
"89702";501779;102680
"89719";498471;102930
"89728";503500;105900
"89730";489160;99420
"89731";502090;102640
"89744";517600;104000
"89752";502900;104200
"89785";482760;205770
"89808";478483;107566
"89810";488000;105400
"89811";487800;121000
"89843";501168;129699
"89847";480152;105620
"89850";487900;105900
"89911";486587;93380
"89937";479300;97100
"89963";487600;102800
"89970";495220;115886
"89993";499438;121035
"89997";481000;108520
"89998";491880;105370
"90012";477500;105600
"90031";491400;104400
"90034";489020;102690
"90037";499902;102099
"90072";499529;103969
"90078";526700;138600
"90132";530089;140777
"90163";528676;138799
"90165";526000;132900
"90181";529719;141198
"90189";526650;140860
"90205";528242;139613
"90207";527419;140102
"90209";528500;136700
"90223";519906;108560
"90227";517099;134700
"90235";517130;134750
"90237";517148;134313
"90245";508339;134341
"90246";521241;112548
"90252";515409;118554
"90258";511550;130780
"90268";518500;131900
"90273";523389;122844
"90274";521316;135212
"90275";508110;123220
"90295";524750;118000
"90360";524050;118400
"90362";520500;112500
"90363";521886;114221
"90373";508200;125900
"90404";516100;128700
"90435";534710;136420
"90480";533000;136500
"90488";536600;125700
"90499";534045;131133
"90500";537899;137215
"90547";528500;120300
"90557";530332;138218
"90562";521300;130200
"90611";528821;120596
"90622";526600;133400
"90624";516200;103950
"90659";510419;104091
"90660";516800;103400
"90670";516602;103561
"90671";514500;103300
"90673";367635;166522
"90675";368441;159104
"90688";366472;169163
"90702";362648;155649
"90708";366937;168394
"90739";369870;158646
"90740";366451;168766
"90741";366600;169230
"90742";363304;157881
"90765";368715;155144
"90769";367500;154910
"90846";367100;168300
"90890";373800;165200
"90976";372933;161193
"90986";373057;157713
"90996";360057;172107
"90999";360000;173800
"91009";351800;178500
"91060";360485;169514
"91065";363627;175484
"91071";353036;181338
"91080";360518;169518
"91082";360200;171900
"91090";351800;179000
"91106";363846;172647
"91112";351400;178600
"91135";358100;169800
"91136";360369;171811
"91160";353184;181502
"91189";362902;170467
"91204";361550;172244
"91214";353233;181384
"91251";352490;179790
"91339";351300;178580
"91342";357510;168750
"91348";360346;172355
"91354";351920;178517
"91367";353300;179800
"91394";353400;179800
"91417";360300;173100
"91441";363440;175620
"91459";356367;171194
"91487";353230;179910
"91488";353500;182000
"91494";352665;180162
"91514";361479;170659
"91516";452092;380529
"91529";353659;179414
"91546";351890;179020
"91555";354424;181199
"91561";351995;180209
"91616";357400;168750
"91641";362890;170450
"91648";358000;169900
"91650";353440;181630
"91694";352500;180100
"91739";360422;171805
"91764";361520;172208
"91781";352200;179300
"91795";353390;179190
"91797";353350;179390
"91818";362500;174500
"91819";362760;170510
"91825";354000;181800
"91865";352490;180620
"92180";352300;180750
"92201";360450;174500
"92229";360460;171830
"92246";353400;179400
"92258";362500;175730
"92262";351873;179121
"92304";335085;163213
"92309";350050;175950
"92311";333600;161200
"92321";333972;159370
"92346";334407;160644
"92353";334300;160835
"92401";348900;167900
"92448";333746;159354
"92454";345100;174800
"92503";334300;160800
"92513";334265;160865
"92519";353628;171273
"92520";333600;160600
"92526";355500;166750
"92530";339890;160754
"92536";353488;171492
"92537";333800;160400
"92544";333000;160700
"92548";333379;161020
"92586";341100;164500
"92587";333100;160700
"92594";370000;183200
"92656";360800;180100
"92691";370571;191548
"92699";354623;181083
"92701";360263;179989
"92705";366990;172250
"92719";363900;189200
"92754";367910;176650
"92756";355480;182570
"92759";368189;174040
"92761";354400;181200
"92773";379610;173797
"92796";353870;183060
"92803";369058;181952
"92804";367207;173172
"92817";370495;183740
"92833";366600;178000
"93011";367171;172999
"93013";370300;183000
"93017";356100;182100
"93027";370100;183200
"93062";361100;181300
"93088";366700;174800
"93160";369450;183020
"93161";367173;173080
"93194";355600;187400
"93196";181590;32560
"93198";199396;62542
"93204";173513;33644
"93215";241360;60340
"93234";148540;33920
"93244";219768;64803
"93259";221814;104379
"93260";91193;12564
"93261";167700;41300
"93278";201512;71517
"93281";181740;32410
"93285";238452;60951
"93289";207300;86060
"93301";236000;71400
"93302";226700;61300
"93316";174300;41700
"93328";174370;41620
"93334";241800;71600
"93340";205250;52890
"93351";192440;59630
"93353";183230;43464
"93355";199800;51400
"93362";172100;43200
"93364";204386;81938
"93382";229372;82803
"93384";206810;51350
"93403";169030;43490
"93410";201307;59380
"93412";178897;39899
"93413";226896;61346
"93438";183352;43388
"93444";183100;43600
"93459";221451;66933
"93465";191900;42000
"93472";223500;110800
"93480";241768;55365
"93490";203368;54562
"93532";208300;65300
"93556";178895;34965
"93575";175300;34500
"93623";204600;56400
"93637";190645;57240
"93642";208587;79016
"93645";170815;43491
"93668";183700;55200
"93669";202900;64300
"93670";231685;83398
"93715";189777;56349
"93723";207300;86000
"93742";203200;64300
"93781";208400;67500
"93813";223575;109287
"93844";90900;10500
"93856";90868;10671
"93877";166601;40890
"93897";174341;41224
"93942";189700;55800
"93985";182850;61550
"94025";154300;36100
"94029";217734;62055
"94046";174340;41220
"94047";209609;62369
"94052";204515;67002
"94060";154643;35723
"94063";224117;62947
"94064";174017;41738
"94071";157500;37000
"94079";174200;41700
"94081";167677;42717
"94084";191820;58090
"94086";226800;65000
"94108";198800;59300
"94112";154500;35800
"94164";231490;84630
"94171";191936;51935
"94172";206809;75458
"94174";169100;43500
"94180";167250;26850
"94220";218300;62000
"94255";239500;61500
"94257";241493;60396
"94281";158524;39700
"94287";199222;58625
"94295";241500;60200
"94328";229925;59644
"94332";165356;40070
"94355";199479;62254
"94356";300700;86900
"94362";304716;100195
"94363";301900;89700
"94384";300394;91167
"94445";300550;91050
"94448";317900;102200
"94462";302400;81300
"94468";300522;91202
"94469";320500;98800
"94505";305693;94573
"94507";301630;89851
"94547";327800;97500
"94549";291100;95900
"94551";296959;91247
"94553";302010;89855
"94571";310428;90410
"94613";300400;91080
"94632";304100;82500
"94671";319800;100200
"94675";327500;98100
"94687";315000;99800
"94897";292659;90425
"94910";291900;91300
"94928";295571;94111
"94967";293000;89800
"94978";291967;91316
"95140";296676;92402
"95142";296227;92151
"95146";292100;91300
"95179";292006;90471
"95181";291695;90892
"95185";292411;89991
"95205";294750;89208
"95207";291626;90879
"95251";292700;90000
"95261";291800;90800
"95347";292119;91210
"95389";305100;105800
"95395";294471;113995
"95403";283342;113539
"95405";296600;112900
"95409";296620;113000
"95430";295480;110580
"95439";279157;100813
"95481";305078;112326
"95486";284400;100400
"95488";284262;100127
"95493";294800;109700
"95527";303500;111500
"95528";275100;95000
"95530";306640;113360
"95536";271100;127100
"95577";255007;133750
"95641";243426;125288
"95675";272170;124280
"95677";258422;130714
"95678";248200;132200
"95679";254400;131700
"95739";255819;132272
"95775";253200;130600
"95787";250658;129515
"95789";271800;126265
"95792";253000;146600
"95824";271800;126600
"95853";271114;127168
"95906";253413;134254
"95908";252970;143480
"95913";271200;125390
"95922";250700;129300
"95933";284946;62145
"95934";259950;55265
"95936";271669;65452
"95938";274400;48100
"95940";256300;58600
"95943";263442;55572
"95974";274400;48300
"95980";287200;50500
"96002";261320;56009
"96015";259210;55400
"96028";280600;60800
"96060";274500;48200
"96094";271907;49087
"96105";280700;61100
"96106";260800;56020
"96109";259200;56000
"96114";274550;48180
"96132";283903;85291
"96140";296834;78536
"96142";283371;76176
"96147";282319;74224
"96149";287200;68100
"96151";288435;73970
"96154";285496;76566
"96165";295040;83750
"96167";295404;82431
"96168";294790;85884
"96169";292555;86343
"96171";292335;83766
"96173";282066;83890
"96175";281923;79313
"96177";282130;72405
"96179";286130;76110
"96182";282342;76902
"96185";293644;84474
"96187";286158;75994
"96205";286150;71450
"96230";292005;86974
"96231";282400;76200
"96240";288370;70420
"96255";288532;66650
"96267";287200;71400
"96302";271800;77200
"96304";291772;86990
"96350";382701;192889
"96358";285500;73400
"96363";279300;66800
"96368";288238;71959
"96370";252900;121200
"96372";252829;123155
"96375";253016;120869
"96376";233500;105500
"96398";238000;104000
"96423";261398;109217
"96453";261627;109293
"96455";249923;118100
"96456";253450;120360
"96468";252500;121200
"96501";243293;125536
"96513";234420;105730
"96526";252500;121000
"96554";246596;69757
"96555";247682;96403
"96559";259200;95900
"96568";250200;76300
"96570";244893;79636
"96582";257100;72200
"96621";244592;79571
"96622";240293;80503
"96623";260400;95500
"96653";218300;62300
"96656";249963;54296
"96662";249100;59700
"96664";248600;54400
"96694";248949;53866
"96695";250687;54662
"96726";253249;56259
"96730";244670;60010
"96733";249949;54083
"96759";250580;54460
"96761";249425;53642
"96779";250700;54500
"96792";244930;54070
"96815";251293;54802
"96867";248900;53800
"96871";249296;53963
"96877";249770;54035
"96880";252303;56363
"96882";246471;54295
"96893";248870;54100
"96899";260656;55843
"96918";245799;57931
"96941";291141;66649
"96954";288835;66761
"96956";286942;59153
"96969";286939;59617
"96990";286800;59600
"97002";286790;59400
"97025";291300;66600
"97051";290300;66500
"97067";406517;97101
"97107";412816;94334
"97110";408040;90470
"97115";405300;95200
"97133";410600;96700
"97138";410506;92035
"97160";412331;98455
"97161";410130;69880
"97179";418250;93150
"97205";406061;101165
"97222";402300;99200
"97243";395958;97182
"97250";409500;99500
"97253";412324;102284
"97256";397438;97780
"97257";405700;101000
"97290";405800;100800
"97292";398900;98700
"97303";387000;124300
"97328";389300;107500
"97357";375289;119714
"97367";387366;109491
"97368";375370;119760
"97370";387554;123633
"97376";381070;126111
"97377";389050;107480
"97398";387300;126500
"97413";377860;111450
"97418";387090;124190
"97548";388200;87700
"97549";389600;89400
"97554";387560;88171
"97555";388214;87859
"97588";401993;79278
"97600";385439;89687
"97601";394824;91051
"97625";391500;88500
"97650";401846;79375
"97673";368600;90800
"97675";371200;90200
"97700";366300;105900
"97705";363377;115269
"97736";345945;91748
"97767";347500;102300
"97778";360790;85170
"97783";360800;102900
"97796";372457;96449
"97817";370198;90135
"97824";378299;88299
"97826";372409;97708
"97828";372244;96703
"97832";361992;118707
"97833";364500;79800
"97835";341320;99660
"97837";376997;87968
"97844";367600;93100
"97845";344930;104630
"97850";371110;90180
"97854";369967;73124
"97858";368216;73924
"97885";369200;72500
"97908";368490;81165
"97911";369742;73835
"97918";369800;71800
"97929";368600;81100
"97955";405099;93019
"97958";397890;95320
"97959";401820;93730
"97966";403800;94800
"97973";400400;90200
"97975";403600;96900
"98054";403547;96899
"98061";403864;94158
"98086";403800;94300
"98103";398654;91326
"98111";406030;93320
"98127";400873;93637
"98133";401475;93706
"98137";401649;93619
"98160";403800;93800
"98187";401500;93700
"98237";393606;223985
"98245";397605;220908
"98257";393616;223592
"98260";417617;222665
"98279";384930;193371
"98313";405539;209024
"98360";402524;219288
"98362";399088;198796
"98363";415390;237690
"98379";404900;196400
"98389";412111;242139
"98404";396778;196863
"98413";417500;204200
"98414";403066;200402
"98421";364500;201700
"98423";366269;205005
"98424";364940;215240
"98434";363766;215564
"98438";364072;201489
"98457";364992;214081
"98467";359381;211400
"98517";364496;201830
"98523";359479;199286
"98560";358364;208407
"98568";364675;215131
"98591";372612;215997
"98616";368470;233280
"98618";364897;213843
"98628";364077;215540
"98632";364819;214908
"98672";372385;214581
"98684";384660;218190
"98685";381783;217677
"98687";381220;217887
"98737";384707;217478
"98764";597919;169808
"98770";381912;216114
"98781";382033;216198
"98788";382963;220470
"98795";384671;218251
"98812";383853;217671
"98816";381988;218305
"98822";379009;210009
"98894";375850;207150
"98895";381304;197870
"98945";373622;201764
"98949";367284;202260
"98962";390604;201057
"98985";378920;210254
"98987";366850;202350
"98989";372060;200140
"98993";381605;204526
"98999";393427;227493
"99003";394000;227300
"99030";393219;227124
"99083";390613;221940
"99091";380084;222491
"99093";382871;220441
"99098";402500;233230
"99107";391162;217983
"99121";402452;233255
"99123";391037;233583
"99165";393255;227426
"99207";391256;234019
"99226";393700;227300
"99227";393350;226850
"99230";393770;226970
"99243";394500;227300
"99246";376631;142972
"99249";361931;153493
"99251";348100;137100
"99283";357000;144000
"99315";377855;142496
"99329";363700;137000
"99358";351247;134725
"99363";369632;149827
"99394";364990;135120
"99396";358460;149430
"99398";377400;146700
"99427";361800;139100
"99435";349200;138800
"99440";348900;138900
"99449";362200;150920
"99459";362500;138200
"99465";363800;136600
"99489";349088;138739
"99499";377900;142500
"99509";352100;145500
"99525";345271;140493
"99555";379830;149710
"99573";330890;142640
"99597";330691;136424
"99612";330385;137965
"99614";338400;133700
"99637";332760;147160
"99665";323310;138980
"99684";330918;140876
"99709";345500;153100
"99736";332818;146973
"99745";330800;136100
"99760";330100;138200
"99788";332646;146847
"99791";330300;137900
"99805";330840;135970
"99813";331700;135300
"99816";330335;109205
"99818";337561;120208
"99826";336260;107859
"99831";333300;109500
"99864";357400;116700
"99866";349466;121893
"99867";363230;132410
"99876";345010;109570
"99906";374678;120859
"99911";346400;129200
"99927";353845;125423
"99929";347800;129100
"99957";333200;109600
"99978";352100;116800
"100012";359923;122404
"100014";352400;116800
"100092";361250;131450
"100107";361500;131200
"100132";348200;127100
"100140";375360;120640
"100143";356384;130469
"100159";361260;131380
"100166";353500;116700
"100175";319113;125134
"100178";314906;121828
"100187";315034;121866
"100193";315201;121701
"100221";324500;126000
"100297";327800;127900
"100325";314960;121850
"100334";315000;121800
"100349";337400;129200
"100350";323700;125400
"100371";308000;119500
"100397";329400;119800
"100398";292100;126800
"100420";297599;145946
"100431";297718;145808
"100441";308460;141630
"100466";297657;145868
"100469";297600;146100
"100494";297612;146069
"100498";418090;188714
"100503";413458;186438
"100515";413432;185927
"100517";413190;185450
"100524";413354;185816
"100533";410140;181990
"100534";413192;185848
"100539";413253;185812
"100553";416743;185570
"100593";413490;186430
"100620";416400;186000
"100633";413263;185883
"100645";417033;186623
"100652";413028;186089
"100656";413000;190800
"100657";386714;143710
"100663";400060;172305
"100675";397191;179524
"100695";385493;152342
"100736";397826;161286
"100742";411037;181064
"100743";389100;174800
"100817";402000;170500
"100865";408600;188800
"100866";403000;157700
"100871";411600;192540
"100949";404300;196200
"100950";402400;160000
"100982";402100;170700
"101037";427209;119868
"101044";384786;158767
"101053";408750;188830
"101054";401500;170900
"101065";413154;129777
"101071";402000;171000
